tanggal,curah_hujan_mm,durasi_hujan_jam,status_banjir
2022-07-29,13.3,13.0,0
2022-07-30,15.7,18.0,0
2022-07-31,25.1,17.0,0
2022-08-01,0.7,4.0,0
2022-08-02,12.6,13.0,0
2022-08-03,4.8,17.0,0
2022-08-04,14.0,14.0,0
2022-08-05,8.0,9.0,0
2022-08-06,5.1,10.0,0
2022-08-07,0.9,5.0,0
2022-08-08,9.2,7.0,0
2022-08-09,11.5,10.0,0
2022-08-10,20.9,14.0,0
2022-08-11,14.2,10.0,0
2022-08-12,2.9,5.0,0
2022-08-13,22.5,10.0,0
2022-08-14,19.6,13.0,0
2022-08-15,5.7,8.0,0
2022-08-16,10.2,8.0,0
2022-08-17,8.0,9.0,0
2022-08-18,6.7,8.0,0
2022-08-19,0.3,2.0,0
2022-08-20,16.5,11.0,0
2022-08-21,4.7,13.0,0
2022-08-22,18.8,10.0,0
2022-08-23,11.8,9.0,0
2022-08-24,14.9,13.0,0
2022-08-25,19.9,17.0,0
2022-08-26,7.5,14.0,0
2022-08-27,11.2,15.0,0
2022-08-28,12.1,15.0,0
2022-08-29,16.9,16.0,0
2022-08-30,23.4,17.0,0
2022-08-31,18.4,14.0,0
2022-09-01,0.6,5.0,0
2022-09-02,6.1,9.0,0
2022-09-03,18.8,13.0,0
2022-09-04,30.3,14.0,0
2022-09-05,30.2,24.0,0
2022-09-06,3.1,7.0,0
2022-09-07,11.1,9.0,0
2022-09-08,23.5,13.0,0
2022-09-09,20.9,17.0,0
2022-09-10,4.0,6.0,0
2022-09-11,18.9,10.0,0
2022-09-12,0.9,3.0,0
2022-09-13,15.0,14.0,0
2022-09-14,13.2,10.0,0
2022-09-15,9.3,10.0,0
2022-09-16,8.1,9.0,0
2022-09-17,4.3,8.0,0
2022-09-18,2.5,5.0,0
2022-09-19,3.0,10.0,0
2022-09-20,5.0,7.0,0
2022-09-21,21.5,16.0,0
2022-09-22,7.8,10.0,0
2022-09-23,3.7,3.0,0
2022-09-24,34.8,16.0,0
2022-09-25,5.8,6.0,0
2022-09-26,6.5,7.0,0
2022-09-27,2.1,5.0,0
2022-09-28,6.5,5.0,0
2022-09-29,21.4,11.0,0
2022-09-30,0.8,6.0,0
2022-10-01,7.2,9.0,0
2022-10-02,8.6,10.0,0
2022-10-03,14.3,13.0,0
2022-10-04,1.7,12.0,0
2022-10-05,12.8,16.0,0
2022-10-06,10.9,14.0,0
2022-10-07,8.1,11.0,0
2022-10-08,2.7,8.0,0
2022-10-09,48.6,20.0,0
2022-10-10,26.6,11.0,0
2022-10-11,13.5,13.0,0
2022-10-12,0.9,9.0,0
2022-10-13,31.7,12.0,0
2022-10-14,8.5,5.0,0
2022-10-15,15.9,14.0,0
2022-10-16,7.1,11.0,0
2022-10-17,12.1,12.0,0
2022-10-18,6.4,7.0,0
2022-10-19,22.5,11.0,0
2022-10-20,2.7,4.0,0
2022-10-21,12.2,10.0,0
2022-10-22,22.2,15.0,0
2022-10-23,1.9,5.0,0
2022-10-24,7.0,12.0,0
2022-10-25,22.4,13.0,0
2022-10-26,15.8,20.0,0
2022-10-27,0.6,2.0,0
2022-10-28,2.1,5.0,0
2022-10-29,0.0,0.0,0
2022-10-30,1.0,5.0,0
2022-10-31,4.0,6.0,0
2022-11-01,4.1,8.0,0
2022-11-02,15.1,16.0,0
2022-11-03,9.8,8.0,0
2022-11-04,23.5,13.0,0
2022-11-05,4.8,11.0,0
2022-11-06,26.3,15.0,0
2022-11-07,2.1,8.0,0
2022-11-08,15.1,14.0,0
2022-11-09,4.0,10.0,0
2022-11-10,9.9,10.0,0
2022-11-11,4.3,4.0,0
2022-11-12,18.7,12.0,0
2022-11-13,13.6,15.0,0
2022-11-14,39.2,18.0,0
2022-11-15,10.7,17.0,0
2022-11-16,1.0,2.0,0
2022-11-17,22.0,9.0,0
2022-11-18,26.7,19.0,0
2022-11-19,0.3,3.0,0
2022-11-20,4.5,8.0,0
2022-11-21,26.7,15.0,0
2022-11-22,8.8,6.0,0
2022-11-23,3.6,6.0,0
2022-11-24,19.1,12.0,0
2022-11-25,3.8,7.0,0
2022-11-26,12.7,15.0,0
2022-11-27,18.5,14.0,0
2022-11-28,2.5,6.0,0
2022-11-29,34.7,15.0,0
2022-11-30,5.8,8.0,0
2022-12-01,10.5,14.0,0
2022-12-02,15.6,14.0,0
2022-12-03,40.7,17.0,0
2022-12-04,0.4,3.0,0
2022-12-05,11.9,12.0,0
2022-12-06,2.2,8.0,0
2022-12-07,10.4,15.0,0
2022-12-08,6.8,12.0,0
2022-12-09,1.3,8.0,0
2022-12-10,1.2,5.0,0
2022-12-11,1.2,3.0,0
2022-12-12,12.4,11.0,0
2022-12-13,19.3,13.0,0
2022-12-14,16.0,18.0,0
2022-12-15,8.4,8.0,0
2022-12-16,32.8,17.0,0
2022-12-17,7.0,17.0,0
2022-12-18,1.5,9.0,0
2022-12-19,8.4,8.0,0
2022-12-20,6.8,9.0,0
2022-12-21,10.2,9.0,0
2022-12-22,16.7,10.0,0
2022-12-23,28.2,22.0,0
2022-12-24,11.9,15.0,0
2022-12-25,0.2,2.0,0
2022-12-26,0.0,0.0,0
2022-12-27,6.2,5.0,0
2022-12-28,0.5,3.0,0
2022-12-29,3.2,7.0,0
2022-12-30,0.4,4.0,0
2022-12-31,0.0,0.0,0
2023-01-01,0.1,1.0,0
2023-01-02,20.3,13.0,0
2023-01-03,7.7,6.0,0
2023-01-04,0.2,1.0,0
2023-01-05,7.0,9.0,0
2023-01-06,10.8,15.0,0
2023-01-07,13.2,8.0,0
2023-01-08,7.6,14.0,0
2023-01-09,12.4,16.0,0
2023-01-10,10.8,13.0,0
2023-01-11,0.6,4.0,0
2023-01-12,6.7,8.0,0
2023-01-13,0.9,3.0,0
2023-01-14,2.1,11.0,0
2023-01-15,5.1,4.0,0
2023-01-16,0.4,3.0,0
2023-01-17,7.2,10.0,0
2023-01-18,15.4,18.0,0
2023-01-19,16.1,16.0,0
2023-01-20,11.3,12.0,0
2023-01-21,6.2,10.0,0
2023-01-22,19.9,11.0,0
2023-01-23,14.2,17.0,0
2023-01-24,13.7,17.0,0
2023-01-25,43.9,23.0,0
2023-01-26,19.1,21.0,0
2023-01-27,18.9,14.0,0
2023-01-28,23.2,15.0,0
2023-01-29,16.1,15.0,0
2023-01-30,10.7,17.0,0
2023-01-31,19.4,15.0,0
2023-02-01,10.4,20.0,0
2023-02-02,12.5,21.0,0
2023-02-03,14.3,15.0,0
2023-02-04,1.3,8.0,0
2023-02-05,13.0,10.0,0
2023-02-06,1.9,6.0,0
2023-02-07,3.4,7.0,0
2023-02-08,0.0,0.0,0
2023-02-09,0.0,0.0,0
2023-02-10,0.7,3.0,0
2023-02-11,11.6,11.0,0
2023-02-12,5.0,10.0,0
2023-02-13,8.1,10.0,0
2023-02-14,2.3,7.0,0
2023-02-15,26.9,13.0,0
2023-02-16,29.3,16.0,0
2023-02-17,22.3,19.0,0
2023-02-18,4.9,9.0,0
2023-02-19,6.8,14.0,0
2023-02-20,14.6,11.0,0
2023-02-21,6.3,9.0,0
2023-02-22,14.8,13.0,0
2023-02-23,5.4,8.0,0
2023-02-24,26.6,14.0,0
2023-02-25,18.0,17.0,0
2023-02-26,21.2,18.0,0
2023-02-27,1.5,9.0,0
2023-02-28,27.4,18.0,0
2023-03-01,18.4,20.0,0
2023-03-02,0.4,1.0,0
2023-03-03,10.6,15.0,0
2023-03-04,23.7,13.0,0
2023-03-05,27.7,17.0,0
2023-03-06,4.1,5.0,0
2023-03-07,17.0,13.0,0
2023-03-08,21.2,17.0,0
2023-03-09,36.9,16.0,0
2023-03-10,4.0,10.0,0
2023-03-11,28.2,16.0,0
2023-03-12,14.8,21.0,0
2023-03-13,25.7,21.0,0
2023-03-14,44.6,16.0,0
2023-03-15,12.5,20.0,0
2023-03-16,19.9,13.0,0
2023-03-17,1.6,5.0,0
2023-03-18,5.5,8.0,0
2023-03-19,4.6,8.0,0
2023-03-20,11.9,13.0,0
2023-03-21,16.4,19.0,0
2023-03-22,14.2,13.0,0
2023-03-23,10.8,15.0,0
2023-03-24,0.7,5.0,0
2023-03-25,18.8,14.0,0
2023-03-26,16.5,18.0,0
2023-03-27,19.7,19.0,0
2023-03-28,11.2,16.0,0
2023-03-29,8.6,4.0,0
2023-03-30,33.0,14.0,0
2023-03-31,29.6,17.0,0
2023-04-01,4.2,9.0,0
2023-04-02,15.2,15.0,0
2023-04-03,5.5,6.0,0
2023-04-04,4.9,11.0,0
2023-04-05,12.4,11.0,0
2023-04-06,13.5,12.0,0
2023-04-07,24.9,12.0,0
2023-04-08,13.4,8.0,0
2023-04-09,12.9,10.0,0
2023-04-10,26.0,16.0,0
2023-04-11,16.9,6.0,0
2023-04-12,9.4,12.0,0
2023-04-13,10.9,9.0,0
2023-04-14,7.1,11.0,0
2023-04-15,23.7,12.0,0
2023-04-16,16.5,11.0,0
2023-04-17,10.2,18.0,0
2023-04-18,3.2,10.0,0
2023-04-19,3.8,8.0,0
2023-04-20,14.4,10.0,0
2023-04-21,4.8,8.0,0
2023-04-22,7.4,12.0,0
2023-04-23,4.5,8.0,0
2023-04-24,9.5,13.0,0
2023-04-25,16.4,12.0,0
2023-04-26,12.0,9.0,0
2023-04-27,17.5,12.0,0
2023-04-28,2.9,7.0,0
2023-04-29,9.3,12.0,0
2023-04-30,20.7,19.0,0
2023-05-01,7.5,8.0,0
2023-05-02,15.3,13.0,0
2023-05-03,0.4,3.0,0
2023-05-04,10.2,10.0,0
2023-05-05,5.4,8.0,0
2023-05-06,6.4,10.0,0
2023-05-07,22.4,14.0,0
2023-05-08,33.1,23.0,0
2023-05-09,16.4,19.0,0
2023-05-10,30.3,13.0,0
2023-05-11,3.8,8.0,0
2023-05-12,12.1,7.0,0
2023-05-13,7.3,11.0,0
2023-05-14,4.8,8.0,0
2023-05-15,14.9,10.0,0
2023-05-16,8.4,16.0,0
2023-05-17,3.9,10.0,0
2023-05-18,15.1,11.0,0
2023-05-19,5.4,8.0,0
2023-05-20,2.0,6.0,0
2023-05-21,3.1,8.0,0
2023-05-22,16.5,10.0,0
2023-05-23,13.7,6.0,0
2023-05-24,26.5,15.0,0
2023-05-25,13.9,8.0,0
2023-05-26,4.8,9.0,0
2023-05-27,3.4,5.0,0
2023-05-28,4.2,11.0,0
2023-05-29,6.0,7.0,0
2023-05-30,20.1,17.0,0
2023-05-31,4.7,9.0,0
2023-06-01,3.7,8.0,0
2023-06-02,6.4,9.0,0
2023-06-03,3.4,9.0,0
2023-06-04,4.2,12.0,0
2023-06-05,12.8,15.0,0
2023-06-06,6.3,7.0,0
2023-06-07,10.1,11.0,0
2023-06-08,7.0,10.0,0
2023-06-09,11.7,13.0,0
2023-06-10,12.7,6.0,0
2023-06-11,8.1,8.0,0
2023-06-12,9.5,11.0,0
2023-06-13,9.5,12.0,0
2023-06-14,1.6,6.0,0
2023-06-15,17.7,16.0,0
2023-06-16,9.2,18.0,0
2023-06-17,29.1,14.0,0
2023-06-18,25.5,9.0,0
2023-06-19,2.7,4.0,0
2023-06-20,16.7,16.0,0
2023-06-21,0.4,4.0,0
2023-06-22,0.3,3.0,0
2023-06-23,3.3,5.0,0
2023-06-24,7.3,11.0,0
2023-06-25,11.7,10.0,0
2023-06-26,6.9,6.0,0
2023-06-27,18.1,11.0,0
2023-06-28,9.9,9.0,0
2023-06-29,5.2,10.0,0
2023-06-30,8.1,11.0,0
2023-07-01,10.8,13.0,0
2023-07-02,13.7,13.0,0
2023-07-03,26.2,23.0,0
2023-07-04,6.4,8.0,0
2023-07-05,15.5,10.0,0
2023-07-06,8.7,11.0,0
2023-07-07,32.1,15.0,0
2023-07-08,12.8,15.0,0
2023-07-09,1.3,2.0,0
2023-07-10,0.1,1.0,0
2023-07-11,11.0,7.0,0
2023-07-12,4.1,6.0,0
2023-07-13,6.5,7.0,0
2023-07-14,6.2,5.0,0
2023-07-15,23.7,17.0,0
2023-07-16,1.2,6.0,0
2023-07-17,0.1,1.0,0
2023-07-18,0.3,3.0,0
2023-07-19,2.7,9.0,0
2023-07-20,29.7,19.0,0
2023-07-21,22.9,21.0,0
2023-07-22,0.5,4.0,0
2023-07-23,0.7,5.0,0
2023-07-24,1.5,5.0,0
2023-07-25,1.3,8.0,0
2023-07-26,2.4,6.0,0
2023-07-27,0.5,5.0,0
2023-07-28,0.0,0.0,0
2023-07-29,0.2,2.0,0
2023-07-30,0.4,4.0,0
2023-07-31,0.2,2.0,0
2023-08-01,0.3,3.0,0
2023-08-02,0.9,4.0,0
2023-08-03,0.8,3.0,0
2023-08-04,0.0,0.0,0
2023-08-05,5.9,8.0,0
2023-08-06,2.0,5.0,0
2023-08-07,1.6,3.0,0
2023-08-08,0.8,4.0,0
2023-08-09,2.1,5.0,0
2023-08-10,5.1,6.0,0
2023-08-11,9.3,8.0,0
2023-08-12,2.1,7.0,0
2023-08-13,0.2,2.0,0
2023-08-14,0.8,5.0,0
2023-08-15,1.4,7.0,0
2023-08-16,2.1,3.0,0
2023-08-17,0.3,3.0,0
2023-08-18,1.9,7.0,0
2023-08-19,1.5,3.0,0
2023-08-20,1.7,5.0,0
2023-08-21,2.8,4.0,0
2023-08-22,7.3,9.0,0
2023-08-23,2.4,8.0,0
2023-08-24,10.4,12.0,0
2023-08-25,24.2,15.0,0
2023-08-26,13.8,14.0,0
2023-08-27,1.2,5.0,0
2023-08-28,1.3,7.0,0
2023-08-29,0.1,1.0,0
2023-08-30,0.8,3.0,0
2023-08-31,1.0,5.0,0
2023-09-01,3.0,4.0,0
2023-09-02,0.7,4.0,0
2023-09-03,1.1,4.0,0
2023-09-04,0.5,4.0,0
2023-09-05,1.1,7.0,0
2023-09-06,3.4,8.0,0
2023-09-07,3.4,7.0,0
2023-09-08,0.5,5.0,0
2023-09-09,0.2,1.0,0
2023-09-10,0.9,1.0,0
2023-09-11,27.7,9.0,0
2023-09-12,26.8,18.0,0
2023-09-13,14.8,14.0,0
2023-09-14,11.4,11.0,0
2023-09-15,4.3,6.0,0
2023-09-16,1.8,8.0,0
2023-09-17,26.7,14.0,0
2023-09-18,13.5,8.0,0
2023-09-19,8.5,11.0,0
2023-09-20,4.6,6.0,0
2023-09-21,1.6,5.0,0
2023-09-22,0.1,1.0,0
2023-09-23,0.3,3.0,0
2023-09-24,1.7,3.0,0
2023-09-25,1.5,6.0,0
2023-09-26,0.3,3.0,0
2023-09-27,0.1,1.0,0
2023-09-28,0.1,1.0,0
2023-09-29,0.9,6.0,0
2023-09-30,1.7,7.0,0
2023-10-01,2.2,6.0,0
2023-10-02,0.6,5.0,0
2023-10-03,0.5,2.0,0
2023-10-04,0.5,4.0,0
2023-10-05,2.4,7.0,0
2023-10-06,2.1,9.0,0
2023-10-07,7.5,6.0,0
2023-10-08,1.9,7.0,0
2023-10-09,2.4,5.0,0
2023-10-10,1.1,6.0,0
2023-10-11,1.2,6.0,0
2023-10-12,1.4,5.0,0
2023-10-13,5.9,8.0,0
2023-10-14,0.6,5.0,0
2023-10-15,9.1,5.0,0
2023-10-16,10.8,10.0,0
2023-10-17,0.2,1.0,0
2023-10-18,22.3,11.0,0
2023-10-19,8.5,8.0,0
2023-10-20,7.5,13.0,0
2023-10-21,0.8,4.0,0
2023-10-22,3.9,7.0,0
2023-10-23,12.7,6.0,0
2023-10-24,4.5,11.0,0
2023-10-25,3.2,2.0,0
2023-10-26,9.7,12.0,0
2023-10-27,3.4,4.0,0
2023-10-28,2.1,5.0,0
2023-10-29,2.7,7.0,0
2023-10-30,2.9,8.0,0
2023-10-31,2.0,3.0,0
2023-11-01,1.2,2.0,0
2023-11-02,8.6,9.0,0
2023-11-03,14.8,9.0,0
2023-11-04,19.0,11.0,0
2023-11-05,5.1,3.0,0
2023-11-06,9.9,9.0,0
2023-11-07,4.8,9.0,0
2023-11-08,10.9,11.0,0
2023-11-09,13.4,15.0,0
2023-11-10,0.5,3.0,0
2023-11-11,8.0,11.0,0
2023-11-12,7.1,8.0,0
2023-11-13,17.8,14.0,0
2023-11-14,1.9,4.0,0
2023-11-15,0.9,3.0,0
2023-11-16,10.3,13.0,0
2023-11-17,24.6,13.0,0
2023-11-18,38.5,19.0,0
2023-11-19,11.6,9.0,0
2023-11-20,23.5,13.0,0
2023-11-21,23.2,11.0,0
2023-11-22,4.5,5.0,0
2023-11-23,30.5,11.0,0
2023-11-24,28.8,11.0,0
2023-11-25,4.2,8.0,0
2023-11-26,69.7,20.0,0
2023-11-27,21.7,15.0,0
2023-11-28,26.9,17.0,0
2023-11-29,5.7,6.0,0
2023-11-30,3.0,6.0,0
2023-12-01,10.0,9.0,0
2023-12-02,14.9,16.0,0
2023-12-03,17.7,14.0,0
2023-12-04,9.7,9.0,0
2023-12-05,10.3,9.0,0
2023-12-06,10.5,7.0,0
2023-12-07,21.2,12.0,0
2023-12-08,0.4,4.0,0
2023-12-09,26.1,16.0,0
2023-12-10,4.2,4.0,0
2023-12-11,18.3,14.0,0
2023-12-12,4.3,8.0,0
2023-12-13,26.7,13.0,0
2023-12-14,0.0,0.0,0
2023-12-15,6.6,8.0,0
2023-12-16,14.5,14.0,0
2023-12-17,10.1,9.0,0
2023-12-18,12.1,13.0,0
2023-12-19,18.9,15.0,0
2023-12-20,22.9,15.0,0
2023-12-21,11.0,11.0,0
2023-12-22,3.3,8.0,0
2023-12-23,2.5,9.0,0
2023-12-24,6.0,5.0,0
2023-12-25,1.6,3.0,0
2023-12-26,8.4,11.0,0
2023-12-27,1.4,3.0,0
2023-12-28,11.9,10.0,0
2023-12-29,5.0,6.0,0
2023-12-30,3.1,8.0,0
2023-12-31,19.3,11.0,0
2024-01-01,3.6,10.0,0
2024-01-02,24.0,17.0,0
2024-01-03,3.5,5.0,0
2024-01-04,1.9,5.0,0
2024-01-05,18.6,18.0,0
2024-01-06,7.4,7.0,0
2024-01-07,2.3,8.0,0
2024-01-08,17.2,15.0,0
2024-01-09,2.3,7.0,0
2024-01-10,0.8,4.0,0
2024-01-11,9.3,10.0,0
2024-01-12,15.7,6.0,0
2024-01-13,23.1,14.0,0
2024-01-14,17.3,18.0,0
2024-01-15,21.3,17.0,0
2024-01-16,10.7,6.0,0
2024-01-17,11.6,12.0,0
2024-01-18,0.2,1.0,0
2024-01-19,4.8,10.0,0
2024-01-20,4.3,11.0,0
2024-01-21,5.9,9.0,0
2024-01-22,8.7,7.0,0
2024-01-23,10.7,15.0,0
2024-01-24,29.1,17.0,0
2024-01-25,4.9,6.0,0
2024-01-26,0.5,1.0,0
2024-01-27,1.1,4.0,0
2024-01-28,0.4,3.0,0
2024-01-29,0.2,2.0,0
2024-01-30,0.5,3.0,0
2024-01-31,10.3,6.0,0
2024-02-01,22.0,13.0,0
2024-02-02,18.7,11.0,0
2024-02-03,16.0,15.0,0
2024-02-04,15.6,12.0,0
2024-02-05,17.7,10.0,0
2024-02-06,0.4,3.0,0
2024-02-07,14.7,10.0,0
2024-02-08,2.0,6.0,0
2024-02-09,12.8,15.0,0
2024-02-10,21.2,16.0,0
2024-02-11,22.8,15.0,0
2024-02-12,15.4,11.0,0
2024-02-13,10.3,9.0,0
2024-02-14,0.0,0.0,0
2024-02-15,1.1,6.0,0
2024-02-16,0.1,1.0,0
2024-02-17,0.5,2.0,0
2024-02-18,0.0,0.0,0
2024-02-19,0.0,0.0,0
2024-02-20,0.0,0.0,0
2024-02-21,0.8,3.0,0
2024-02-22,1.3,4.0,0
2024-02-23,0.1,1.0,0
2024-02-24,4.1,6.0,0
2024-02-25,23.1,14.0,0
2024-02-26,27.2,16.0,0
2024-02-27,2.0,7.0,0
2024-02-28,1.1,6.0,0
2024-02-29,0.5,4.0,0
2024-03-01,4.5,8.0,0
2024-03-02,18.1,10.0,0
2024-03-03,18.9,16.0,0
2024-03-04,3.3,9.0,0
2024-03-05,4.9,9.0,0
2024-03-06,14.2,7.0,0
2024-03-07,16.3,14.0,0
2024-03-08,3.5,3.0,0
2024-03-09,7.5,14.0,0
2024-03-10,7.3,17.0,0
2024-03-11,0.4,1.0,0
2024-03-12,1.0,6.0,0
2024-03-13,26.2,12.0,0
2024-03-14,0.9,3.0,0
2024-03-15,7.9,5.0,0
2024-03-16,0.4,4.0,0
2024-03-17,1.3,4.0,0
2024-03-18,0.3,3.0,0
2024-03-19,3.6,6.0,0
2024-03-20,12.5,12.0,0
2024-03-21,13.1,12.0,0
2024-03-22,12.8,13.0,0
2024-03-23,1.8,5.0,0
2024-03-24,0.5,3.0,0
2024-03-25,0.1,1.0,0
2024-03-26,0.7,3.0,0
2024-03-27,30.0,21.0,0
2024-03-28,27.0,19.0,0
2024-03-29,10.1,11.0,0
2024-03-30,9.4,5.0,0
